"%s","%s"
"%s role is a special one and can\'t be changed.","%s 是特殊职位，不可更改。"
"%s role is a special one and can\'t be deleted.","%s 是特殊职位，不可删除。"
"%s role is protected.","%s 职位受到保护。"
"ACL Attribute Rules","访问控制列表属性规则"
"ACL Attributes Information","访问控制列表属性信息"
"Add","添加"
"Add Admin Role","增设管理员职位"
"Add New Role","添加新角色"
"Address Type","地址类型"
"Admin","管理员"
"Allow","允许"
"An error occurred while deleting the role.","删除职位时发生错误。"
"An error occurred while saving attribute rules.","保存属性设置时发生错误。"
"An error occurred while saving role.","保存职位时发生错误。"
"Api Rules Information","API 规则信息"
"Assigned","已分配"
"Associate to Website","连接到网站"
"Attribute Rules Information","属性规则信息"
"Attribute Set","属性集"
"Attributes","属性"
"Automatically Return Credit Memo Item to Stock","自动返回信用备忘项目到库存"
"Back","返回"
"Backorders","缺货"
"Base Currency","基准货币"
"Base Customer Balance","用户基础余额"
"Base Discount","基础折扣"
"Base Discount Amount","基础折扣金额"
"Base Item Subtotal","基础项目小计"
"Base Item Subtotal Including Tax","基础项目含税小计"
"Base Original Price","基础原价"
"Base Price","基价"
"Base Price Including Tax","含税基价"
"Base Shipping","基础运费"
"Base Shipping Discount","基础运费折扣"
"Base Shipping Tax","基础航运税"
"Base Subtotal","基础小计"
"Base Subtotal Including Tax","基础含税小计"
"Base Tax Amount","基础税额"
"Base Total Due","应付基础总额"
"Base Total Paid","已付基础总额"
"Base Total Refunded","已退基础总额"
"Buy Now URL","立即购买 URL"
"Can Be Divided into Multiple Boxes for Shipping","可拆分发货"
"Canceled Qty","已取消数量"
"Catalog","分类"
"Catalog Product","目录产品"
"CatalogInventory","产品目录"
"Category ID","分类ID"
"City","城市"
"Company","公司"
"Country","国家"
"Coupon Code","折扣券代码"
"Create","创建"
"Create Permanent Redirect for old URL","为老URL创建永久重定向"
"Created From","创建来自"
"Customer","客户"
"Customer Address","客户地址"
"Customer Address ID","客户地址 ID"
"Customer Balance","顾客余额"
"Customer First Name","客户名字"
"Customer ID","客户ID"
"Customer Last Name","客户姓氏"
"Customer Middle Name","客户中间名"
"Customer Prefix","客户前缀"
"Customer Suffix","客户后缀"
"Default Image","默认图片"
"Delete","删除"
"Deny","拒绝"
"Disable automatic group change based on VAT ID","禁用基于增值税发票号的自动小组更改"
"Discount","折扣"
"Discount Amount","折扣帐户"
"Discount Description","折扣描述"
"Edit","编辑"
"Edit %s ACL attribute rules","编辑  %s 访问控制列表属性规则"
"Edit Role","编辑角色"
"Edit attribute rules for %s Role","为  %s 职位编辑属性规则"
"Email","电子邮件"
"Enable Qty Increments","启用数量增量"
"Exclude","排除"
"File Content","文件内容"
"File MIME Type","多用途互联网邮件扩展类型"
"File Name","文件名"
"Final Price With Tax","最终含税价格"
"Final Price Without Tax","最终不含税价格"
"First Name","名字"
"Gift Message","礼品消息"
"Grand Total","总计"
"Grand Total to Be Charged","应付总额"
"Group","分组"
"Guest","来宾"
"Has Custom Options","有自定义选项"
"ID","ID"
"Inventory Data","库存数据"
"Invoiced Qty","开票数量"
"Is Confirmed","已确认"
"Is Default Billing Address","是默认帐单地址"
"Is Default Shipping Address","是默认送货地址"
"Item ID","项目代码"
"Item Subtotal","项目小计"
"Item Subtotal Including Tax","含税项目小计"
"Label","标签"
"Last Logged In","最近登录时间"
"Last Name","姓氏"
"Low Stock Date","库存稀少日期"
"Manage Stock","库存管理"
"Maximum Qty Allowed in Shopping Cart","购物车数量上限"
"Minimum Qty Allowed in Shopping Cart","购物车里允许的最少数量"
"New Role","新角色"
"Notify for Quantity Below","存量过低通知"
"OAuth","OAuth"
"Order","订单"
"Order Addresses","订单地址"
"Order Comments","订单评论"
"Order Currency","订单货币"
"Order Date","订单日期"
"Order ID","订单 ID"
"Order ID (internal)","订单号（内部）"
"Order Item ID","订购项目编号"
"Order Items","订购项目"
"Order Status","订单状态"
"Ordered Qty","订购数量"
"Orders","订单"
"Original Price","原始价格"
"Parent Order Item ID","上级订单号"
"Payment Method","支付方式"
"Phone Number","电话号码"
"Placed from IP","下单用的IP"
"Please enter a valid number in ""max_sale_qty"" field","请在“最大销售数量”字段输入一个有效数值"
"Please enter a valid number in ""min_qty"" field","请在“最小数量”字段输入一个有效数值"
"Please enter a valid number in ""min_sale_qty"" field","请在“最小销售数量”字段输入一个有效数值"
"Please enter a valid number in ""notify_stock_qty"" field","请在“通知库存数量”字段输入一个有效数值"
"Please use numbers only in ""category_id"" field.","请在“类别代码”字段输入一个有效数值"
"Please use numbers only in ""qty_increments"" field. Please avoid spaces or other characters such as dots or commas.","“数量增加”字段只能使用数字。请勿输入空格或点、逗号等字符。"
"Position","位置"
"Price","价格"
"Price Including Tax","含税价"
"Product","产品"
"Product Category","产品类别"
"Product ID","产品 ID"
"Product Image","产品图片"
"Product Type","产品类型"
"Product URL","产品链接"
"Product Website","产品网站"
"Product and Custom Options Name","产品和自定义选项名称"
"Qty","数量"
"Qty Increments","数量增量"
"Qty Uses Decimals","数量使用小数"
"Qty for Item's Status to Become Out of Stock","产品状态变为缺货时的数量"
"REST - Attributes","REST - 属性"
"REST - Roles","REST - 职位"
"REST ACL Attributes","REST - ACL 属性"
"REST Attributes","REST 属性"
"REST Role","REST  职位"
"REST Roles","REST 角色"
"REST Roles Information","REST 职位信息"
"Read","阅读"
"Refunded Qty","退款金额"
"Regular Price With Tax","含税原价"
"Regular Price Without Tax","不含税原价"
"Rest Roles","其他职位"
"Retrieve","检索"
"Role ""%s"" no longer exists","职位 ""%s"" 已不存在"
"Role ""%s"" not found.","职位 ""%s"" 无法找到。"
"Role API Resources","职位 API 资源"
"Role Info","角色信息"
"Role Information","角色信息"
"Role Name","角色名称"
"Role Users","角色用户"
"Role has been deleted.","职位已被删除。"
"Roles","角色"
"SKU","SKU"
"Salability Status","销售状况"
"Sales","销售"
"Save","保存"
"Shipped Qty","发货数量"
"Shipping Amount","运送量"
"Shipping Discount","运费折扣"
"Shipping Including Tax","含税运费"
"Shipping Method","运送方式"
"Shipping Tax","航运税"
"State","州"
"Stock Availability","库存状况"
"Stock ID","库存代码"
"Stock Item","库存项目"
"Stock Status","库存状态"
"Store Currency to Order Currency Rate","保存货币以稳定货币汇率"
"Store Name","店铺名称"
"Street","街道"
"Subtotal","小计"
"Subtotal Including Tax","含税小计"
"System","系统"
"Tax Amount","税额"
"Tax Name","税名"
"Tax Percent","税率"
"Tax Rate","税率"
"The ""enable_qty_increments"" field must be set to 0 or 1.","“允许数量增加”字段必须设置为 0 或 1 。"
"The ""is_decimal_divided"" field must be set to 0 or 1.","“十进位小数”字段必须设置为 0 或 1 。"
"The ""is_in_stock"" field must be set to 0 or 1.","“有库存”字段必须设置为 0 或 1 。"
"The ""is_qty_decimal"" field must be set to 0 or 1.","“数量_小数”字段必须设置为 0 或 1 。"
"The ""is_qty_decimal"" field must be set to 0, 1, or 2.","“数量_小数”字段必须设置为 0 或 1 。"
"The ""manage_stock"" field must be set to 0 or 1.","“管理_库存”字段必须设置为 0 或 1 。"
"The ""stock_status_changed_auto"" field must be set to 0 or 1.","“库存状态自动更改”字段必须设置为 0 或 1 。"
"The ""use_config_backorders"" field must be set to 0 or 1.","“使用设置管理缺货订单”字段必须设置为 0 或 1 。"
"The ""use_config_enable_qty_inc"" field must be set to 0 or 1.","“使用设置启用数量增加”字段必须设置为 0 或 1 。"
"The ""use_config_manage_stock"" field must be set to 0 or 1.","“使用参数管理库存”字段必须设置为 0 或 1 。"
"The ""use_config_max_sale_qty"" field must be set to 0 or 1.","“使用设置最大化销售数量”字段必须设置为 0 或 1 。"
"The ""use_config_min_qty"" field must be set to 0 or 1.","“使用设置最小化销售数量”字段必须设置为 0 或 1 。"
"The ""use_config_min_sale_qty"" field must be set to 0 or 1.","“使用_最小销售数量_配置”字段必须设置为 0 或 1 。"
"The ""use_config_notify_stock_qty"" field must be set to 0 or 1.","“使用_ 通知库存数量_配置”字段必须设置为 0 或 1 。"
"The ""use_config_qty_increments"" field must be set to 0 or 1.","“使用_数量增加_配置”字段必须设置为 0 或 1 。"
"The attribute rules were saved.","属性设置已保存。"
"The role has been saved.","角色已保存。"
"The role is a special one and not for assigning it to admin users.","这是一个特殊权限，不可分配给管理员使用。"
"Total Due","总额"
"Total Paid","同付款额"
"Total Refunded","退款总量"
"Total Reviews Count","总评论数"
"Type","类型"
"URL","URL"
"Update","更新"
"Use Config Settings for Allow Gift Message","使用“允许礼品留言”配置设置。"
"Use Config Settings for Allow Gift Wrapping","使用“允许礼品包装”配置设置。"
"Use Config Settings for Backorders","使用“缺货订单”配置设置"
"Use Config Settings for Enable Qty Increments","使用“启用数量增加”配置设置"
"Use Config Settings for Manage Stock","使用“管理库存”配置设置"
"Use Config Settings for Maximum Qty Allowed in Shopping Cart","使用参数设置购物车可装载的最大数量"
"Use Config Settings for Minimum Qty Allowed in Shopping Cart","使用“允许购物车可装载的最小数量”配置设置"
"Use Config Settings for Notify for Quantity Below","使用“以下数量通知”配置设置"
"Use Config Settings for Qty Increments","使用""数量增加""配置设置"
"Use Config Settings for Qty for Item's Status to Become Out of Stock","使用“脱销货物状况数量”配置设置"
"User Type","User Type"
"User type ""%s"" no longer exists","用户类型“%s”已不存在"
"User type ""%s"" not found.","用户类型“%s”未找到。"
"Web Services","Web服务"
"Web services","Web服务"
"Write","写"
"ZIP/Postal Code","邮政编码"
